Observation id,709,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,e3v819c-20200808T0609-0709.mp4,,,,,,,
,,,,,,,,
Observation date,6/6/22 12:38,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
511.8,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Drinking,,,STOP
513.6,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Drinking,,,START
515.267,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Drinking,,,STOP
515.4,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Playing w/ Ball,,,START
516.667,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Playing w/ Ball,,,STOP
516.867,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Riding the Ball,,,START
517.733,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Playing w/ Ball,,,START
517.733,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Riding the Ball,,,STOP
518.667,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Playing w/ Ball,,,STOP
527.933,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,START
538.067,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,STOP
538.133,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Porthole Interaction,,,START
538.333,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Porthole Interaction,,,STOP
539.2,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,START
546.733,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,STOP
556.467,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,START
557.467,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,STOP
558.333,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,START
559.4,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Locomotion,,,STOP
562.8,/Users/graciezhang/Documents/Hengen Lab/0709 flipped.mp4,3600,15,CAF26,Porthole Interaction,,,START
